Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 5/22/2019 2:45:57 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
dDocent_Contig_7680_60    2     2729  0.051  0.051  0.050  0.999  0.975  0.952  0.901  0.950   ND   0.0079
dDocent_Contig_7680_97    2     2729  0.498  0.497  0.374  0.876  0.813  0.720  0.376  0.595   NS  -0.0011
dDocent_Contig_7680_114    2     2728  0.498  0.497  0.374  0.876  0.813  0.720  0.376  0.595   NS  -0.0009
dDocent_Contig_7680_142    2     2716  0.036  0.037  0.036  0.999  0.982  0.965  0.929  0.964   ND   0.0108
dDocent_Contig_7704_12    2     2738  0.657  0.448  0.347  0.900  0.826  0.736  0.405  0.628  ***  -0.1897
dDocent_Contig_7704_74    2     2738  0.693  0.492  0.371  0.879  0.814  0.721  0.379  0.599  ***  -0.1694
dDocent_Contig_7790_25    2     2719  0.468  0.463  0.356  0.893  0.822  0.731  0.396  0.618   NS  -0.0055
dDocent_Contig_7790_109    2     2719  0.503  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0045
dDocent_Contig_7790_111    2     2719  0.334  0.340  0.282  0.942  0.859  0.775  0.494  0.704   NS   0.0078
dDocent_Contig_7922_20    2     2711  0.386  0.407  0.324  0.917  0.838  0.750  0.435  0.655   NS   0.0263
dDocent_Contig_7922_100    2     2711  0.289  0.310  0.262  0.952  0.869  0.788  0.524  0.726   NS   0.0348
dDocent_Contig_7922_116    2     2711  0.419  0.457  0.352  0.896  0.824  0.733  0.400  0.622    *   0.0423
dDocent_Contig_7922_120    2     2711  0.388  0.405  0.323  0.918  0.839  0.750  0.436  0.657   NS   0.0204
dDocent_Contig_7922_135    2     2703  0.397  0.408  0.325  0.917  0.838  0.749  0.434  0.654   NS   0.0133
dDocent_Contig_7971_104    2     2699  0.371  0.370  0.302  0.931  0.849  0.763  0.465  0.681   NS  -0.0004
dDocent_Contig_7971_131    2     2696  0.321  0.322  0.270  0.948  0.865  0.783  0.512  0.717   NS   0.0017
dDocent_Contig_7971_143    3     2682  0.255  0.260  0.230  0.966  0.882  0.801  0.577  0.764   NS   0.0125
dDocent_Contig_8010_10    2     2728  0.126  0.133  0.124  0.991  0.938  0.888  0.761  0.874   NS   0.0257
dDocent_Contig_8010_12    2     2728  0.000  0.001  0.001  1.000  1.000  0.999  0.999  0.999   ND   0.0618
dDocent_Contig_8010_21    2     2728  0.125  0.133  0.124  0.991  0.938  0.888  0.761  0.874   NS   0.0286
dDocent_Contig_8010_24    2     2728  0.091  0.093  0.089  0.996  0.956  0.917  0.827  0.910   NS   0.0138
dDocent_Contig_8010_69    2     2728  0.053  0.056  0.054  0.998  0.973  0.948  0.894  0.946   ND   0.0255
dDocent_Contig_8010_116    2     2728  0.359  0.376  0.305  0.929  0.847  0.761  0.460  0.677   NS   0.0229
dDocent_Contig_8010_133    2     2724  0.345  0.358  0.294  0.936  0.853  0.768  0.476  0.690   NS   0.0191
dDocent_Contig_8079_53    2     2738  0.089  0.089  0.085  0.996  0.958  0.921  0.834  0.914   NS  -0.0038
dDocent_Contig_8079_64    2     2738  0.352  0.341  0.283  0.942  0.859  0.775  0.493  0.703   NS  -0.0158
dDocent_Contig_8079_71    2     2738  0.199  0.201  0.181  0.980  0.909  0.843  0.658  0.814   NS   0.0049
dDocent_Contig_8079_92    2     2738  0.344  0.341  0.283  0.942  0.859  0.775  0.492  0.702   NS  -0.0036
dDocent_Contig_8079_93    2     2738  0.344  0.341  0.283  0.942  0.859  0.775  0.492  0.702   NS  -0.0036
dDocent_Contig_8079_94    2     2738  0.049  0.049  0.048  0.999  0.976  0.954  0.906  0.952   ND  -0.0053
dDocent_Contig_8079_135    2     2736  0.282  0.276  0.238  0.962  0.881  0.804  0.562  0.753   NS  -0.0114
dDocent_Contig_8079_136    2     2736  0.050  0.051  0.050  0.999  0.975  0.952  0.902  0.950   ND   0.0082
dDocent_Contig_8223_61    2     2738  0.446  0.445  0.346  0.901  0.827  0.737  0.407  0.630   NS  -0.0012
dDocent_Contig_8223_82    2     2738  0.466  0.455  0.352  0.896  0.824  0.733  0.401  0.623   NS  -0.0115
dDocent_Contig_8223_85    2     2738  0.069  0.068  0.066  0.998  0.967  0.937  0.870  0.933   ND  -0.0076
dDocent_Contig_8223_119    2     2738  0.099  0.097  0.093  0.995  0.954  0.914  0.819  0.906   NS  -0.0082
dDocent_Contig_8378_16    2     2736  0.415  0.400  0.320  0.920  0.840  0.752  0.440  0.660   NS  -0.0185
dDocent_Contig_8378_66    2     2736  0.205  0.200  0.180  0.980  0.910  0.844  0.660  0.815   NS  -0.0121
dDocent_Contig_8378_100    2     2736  0.504  0.496  0.373  0.877  0.813  0.720  0.377  0.596   NS  -0.0079
dDocent_Contig_8507_94    2     2737  0.064  0.062  0.060  0.998  0.970  0.943  0.882  0.940   ND  -0.0078
dDocent_Contig_8507_106    2     2737  0.194  0.176  0.160  0.985  0.920  0.859  0.695  0.836  ***  -0.0470
dDocent_Contig_8535_57    2     2687  0.284  0.282  0.242  0.960  0.879  0.801  0.556  0.748   NS  -0.0031
dDocent_Contig_8535_70    2     2687  0.280  0.279  0.240  0.961  0.880  0.802  0.559  0.751   NS  -0.0029
dDocent_Contig_8535_78    2     2687  0.346  0.346  0.286  0.940  0.857  0.772  0.487  0.699   NS  -0.0003
dDocent_Contig_8535_91    2     2687  0.042  0.044  0.043  0.999  0.979  0.959  0.916  0.957   ND   0.0144
dDocent_Contig_8535_99    2     2687  0.303  0.306  0.259  0.953  0.871  0.790  0.529  0.730   NS   0.0035
dDocent_Contig_8535_100    2     2687  0.303  0.306  0.259  0.953  0.871  0.790  0.529  0.730   NS   0.0035
dDocent_Contig_8535_101    2     2687  0.303  0.306  0.259  0.953  0.870  0.790  0.529  0.729   NS   0.0043
dDocent_Contig_8535_122    2     2687  0.046  0.048  0.047  0.999  0.976  0.955  0.907  0.953   ND   0.0265
dDocent_Contig_8543_22    2     2749  0.433  0.340  0.282  0.942  0.859  0.775  0.493  0.703  ***  -0.1196
dDocent_Contig_8543_43    2     2749  0.241  0.212  0.189  0.978  0.905  0.837  0.644  0.805  ***  -0.0591
dDocent_Contig_8543_125    2     2749  0.168  0.154  0.142  0.988  0.929  0.873  0.727  0.855    *  -0.0399
dDocent_Contig_8543_132    2     2740  0.000  0.000  0.000  1.000  1.000  1.000  0.999  1.000   ND  -0.0000
dDocent_Contig_8543_136    2     2740  0.574  0.413  0.327  0.915  0.836  0.748  0.430  0.651  ***  -0.1639
dDocent_Contig_8749_75    2     2743  0.432  0.425  0.335  0.910  0.833  0.743  0.421  0.643   NS  -0.0087
dDocent_Contig_8749_83    2     2743  0.055  0.056  0.054  0.998  0.973  0.948  0.893  0.945   ND   0.0114
dDocent_Contig_8749_84    2     2743  0.124  0.120  0.113  0.993  0.944  0.897  0.781  0.885   NS  -0.0158
dDocent_Contig_8749_95    2     2743  0.057  0.057  0.056  0.998  0.972  0.947  0.890  0.944   ND   0.0039
dDocent_Contig_8749_97    2     2743  0.060  0.059  0.058  0.998  0.971  0.945  0.887  0.942   ND  -0.0035
dDocent_Contig_9433_128    2     2710  0.496  0.492  0.371  0.879  0.815  0.721  0.379  0.599   NS  -0.0045
dDocent_Contig_9854_8    2     2718  0.045  0.047  0.046  0.999  0.977  0.956  0.910  0.954   ND   0.0196
dDocent_Contig_9854_20    2     2718  0.029  0.028  0.028  1.000  0.986  0.973  0.945  0.972   ND  -0.0018
dDocent_Contig_9854_121    2     2718  0.476  0.486  0.368  0.882  0.816  0.723  0.382  0.603   NS   0.0097
dDocent_Contig_9912_29    2     2688  0.496  0.497  0.374  0.876  0.813  0.720  0.376  0.595   NS   0.0011
dDocent_Contig_9912_47    2     2688  0.130  0.126  0.118  0.992  0.941  0.893  0.772  0.880   NS  -0.0180
dDocent_Contig_9912_53    2     2688  0.068  0.066  0.064  0.998  0.968  0.939  0.874  0.936   ND  -0.0087
dDocent_Contig_9912_86    2     2688  0.314  0.304  0.258  0.954  0.871  0.791  0.531  0.731   NS  -0.0166
dDocent_Contig_10093_87    2     2696  0.793  0.497  0.373  0.877  0.813  0.720  0.377  0.596  ***  -0.2298
dDocent_Contig_10093_90    2     2696  0.413  0.337  0.280  0.943  0.860  0.776  0.496  0.705  ***  -0.1011
dDocent_Contig_10093_125    2     2693  0.783  0.498  0.374  0.876  0.813  0.720  0.376  0.595  ***  -0.2229
dDocent_Contig_10330_42    2     2708  0.099  0.096  0.091  0.995  0.954  0.915  0.822  0.907   NS  -0.0149
dDocent_Contig_10330_76    2     2708  0.163  0.163  0.150  0.987  0.925  0.867  0.713  0.847   NS   0.0004
dDocent_Contig_10330_88    2     2708  0.048  0.047  0.045  0.999  0.977  0.956  0.910  0.954   ND  -0.0046
dDocent_Contig_10330_96    2     2708  0.079  0.078  0.075  0.997  0.963  0.930  0.854  0.925   ND  -0.0067
dDocent_Contig_10330_109    2     2708  0.244  0.242  0.213  0.971  0.894  0.821  0.604  0.780   NS  -0.0040
dDocent_Contig_10330_121    2     2708  0.505  0.490  0.370  0.880  0.815  0.722  0.380  0.600   NS  -0.0152
dDocent_Contig_10489_23    2     2723  0.468  0.464  0.356  0.892  0.822  0.730  0.395  0.617   NS  -0.0043
dDocent_Contig_10489_38    2     2723  0.251  0.252  0.220  0.968  0.890  0.815  0.591  0.772   NS   0.0022
dDocent_Contig_10489_39    2     2723  0.251  0.252  0.220  0.968  0.890  0.815  0.591  0.772   NS   0.0022
dDocent_Contig_10489_121    2     2724  0.343  0.306  0.259  0.953  0.870  0.789  0.528  0.729  ***  -0.0565
dDocent_Contig_10489_128    2     2725  0.562  0.493  0.371  0.879  0.814  0.721  0.379  0.598  ***  -0.0658
dDocent_Contig_10684_79    2     2673  0.573  0.409  0.325  0.916  0.837  0.749  0.433  0.654  ***  -0.1665
dDocent_Contig_10684_100    2     2673  0.311  0.263  0.228  0.966  0.886  0.810  0.578  0.763  ***  -0.0813
dDocent_Contig_10684_133    2     2671  0.602  0.421  0.332  0.911  0.834  0.745  0.424  0.645  ***  -0.1766
dDocent_Contig_10848_42    2     2734  0.041  0.040  0.039  0.999  0.981  0.962  0.923  0.961   ND  -0.0034
dDocent_Contig_10848_43    2     2734  0.392  0.318  0.267  0.950  0.866  0.784  0.516  0.720  ***  -0.1049
dDocent_Contig_10848_69    2     2734  0.815  0.483  0.366  0.883  0.817  0.724  0.384  0.604  ***  -0.2557
dDocent_Contig_10848_111    2     2734  0.872  0.498  0.374  0.876  0.813  0.719  0.376  0.595  ***  -0.2728
dDocent_Contig_10848_136    2     2733  0.384  0.323  0.271  0.948  0.865  0.782  0.511  0.716  ***  -0.0868
dDocent_Contig_10848_142    2     2719  0.066  0.064  0.062  0.998  0.969  0.941  0.879  0.938   ND  -0.0082
dDocent_Contig_10932_35    2     2709  0.055  0.055  0.053  0.999  0.973  0.949  0.895  0.947   ND  -0.0009
dDocent_Contig_10932_40    2     2709  0.161  0.169  0.155  0.986  0.923  0.863  0.705  0.842   NS   0.0236
dDocent_Contig_10932_64    2     2709  0.387  0.385  0.311  0.926  0.845  0.758  0.453  0.671   NS  -0.0028
dDocent_Contig_10932_70    2     2709  0.248  0.244  0.214  0.970  0.893  0.820  0.602  0.779   NS  -0.0099
dDocent_Contig_10932_74    2     2709  0.002  0.002  0.002  1.000  0.999  0.998  0.996  0.998   ND  -0.0000
dDocent_Contig_10932_102    2     2709  0.488  0.485  0.367  0.883  0.816  0.724  0.383  0.603   NS  -0.0030
dDocent_Contig_10932_105    2     2709  0.488  0.485  0.367  0.883  0.816  0.724  0.383  0.603   NS  -0.0030
dDocent_Contig_10932_127    2     2709  0.455  0.460  0.354  0.894  0.823  0.731  0.397  0.619   NS   0.0058
dDocent_Contig_11221_36    2     2679  0.443  0.452  0.350  0.898  0.825  0.734  0.403  0.625   NS   0.0103
dDocent_Contig_11221_37    2     2679  0.076  0.080  0.077  0.997  0.962  0.928  0.849  0.922   ND   0.0254
dDocent_Contig_11221_79    2     2679  0.000  0.001  0.001  1.000  1.000  0.999  0.999  0.999   ND   0.0624
dDocent_Contig_11221_83    2     2679  0.449  0.460  0.354  0.894  0.823  0.732  0.398  0.620   NS   0.0121
dDocent_Contig_11221_121    2     2679  0.282  0.287  0.246  0.959  0.877  0.798  0.550  0.744   NS   0.0085
dDocent_Contig_11237_23    2     2757  0.511  0.381  0.308  0.927  0.846  0.759  0.456  0.674  ***  -0.1456
dDocent_Contig_11237_121    2     2757  0.666  0.445  0.346  0.901  0.827  0.737  0.407  0.630  ***  -0.1995
dDocent_Contig_11237_134    2     2757  0.432  0.339  0.281  0.943  0.859  0.776  0.495  0.704  ***  -0.1199
dDocent_Contig_11283_89    2     2743  0.458  0.443  0.345  0.902  0.828  0.737  0.408  0.631   NS  -0.0161
dDocent_Contig_11524_22    2     2702  0.200  0.213  0.190  0.977  0.905  0.837  0.642  0.804   NS   0.0313
dDocent_Contig_11524_28    2     2702  0.202  0.214  0.191  0.977  0.904  0.836  0.640  0.803   NS   0.0297
dDocent_Contig_11524_64    2     2702  0.060  0.064  0.062  0.998  0.969  0.941  0.878  0.937   ND   0.0300
dDocent_Contig_11524_69    2     2702  0.486  0.496  0.373  0.877  0.813  0.720  0.377  0.596   NS   0.0101
dDocent_Contig_11524_75    2     2702  0.487  0.496  0.373  0.877  0.813  0.720  0.377  0.596   NS   0.0097
dDocent_Contig_11524_96    2     2701  0.265  0.278  0.239  0.961  0.880  0.803  0.560  0.751   NS   0.0232
dDocent_Contig_11524_109    2     2702  0.359  0.383  0.309  0.927  0.845  0.758  0.454  0.672   NS   0.0324
dDocent_Contig_11524_119    2     2702  0.194  0.207  0.186  0.978  0.907  0.840  0.650  0.809   NS   0.0326
dDocent_Contig_12251_41    2     2708  0.049  0.048  0.046  0.999  0.977  0.955  0.908  0.953   ND  -0.0048
dDocent_Contig_12251_53    2     2708  0.049  0.048  0.047  0.999  0.977  0.955  0.908  0.953   ND  -0.0049
dDocent_Contig_12251_76    2     2708  0.056  0.055  0.053  0.999  0.973  0.949  0.895  0.947   ND  -0.0062
dDocent_Contig_12251_130    2     2707  0.073  0.072  0.069  0.997  0.965  0.934  0.864  0.930   ND  -0.0090
dDocent_Contig_12251_142    2     2677  0.326  0.327  0.273  0.947  0.863  0.780  0.506  0.713   NS   0.0007
dDocent_Contig_12538_104    2     2758  0.873  0.492  0.371  0.879  0.815  0.721  0.379  0.599  ***  -0.2789
dDocent_Contig_12538_125    2     2758  0.868  0.491  0.371  0.879  0.815  0.721  0.379  0.599  ***  -0.2771
dDocent_Contig_12649_29    2     2751  0.081  0.080  0.077  0.997  0.962  0.928  0.849  0.922   ND  -0.0036
dDocent_Contig_12649_33    2     2751  0.460  0.465  0.357  0.892  0.822  0.730  0.394  0.616   NS   0.0054
dDocent_Contig_12649_78    2     2751  0.050  0.050  0.049  0.999  0.976  0.953  0.904  0.951   ND   0.0014
dDocent_Contig_12649_125    2     2751  0.481  0.483  0.366  0.883  0.817  0.724  0.384  0.605   NS   0.0021
dDocent_Contig_12649_128    2     2751  0.012  0.012  0.011  1.000  0.994  0.989  0.977  0.988   ND  -0.0003
dDocent_Contig_13193_78    2     2688  0.505  0.495  0.373  0.877  0.814  0.720  0.377  0.597   NS  -0.0095
dDocent_Contig_13193_134    2     2687  0.164  0.162  0.149  0.987  0.926  0.868  0.716  0.848   NS  -0.0072
dDocent_Contig_13246_75    2     2698  0.470  0.475  0.362  0.887  0.819  0.727  0.388  0.609   NS   0.0053
dDocent_Contig_13246_131    2     2696  0.125  0.128  0.120  0.992  0.940  0.891  0.769  0.878   NS   0.0097
dDocent_Contig_13352_96    2     2750  0.321  0.319  0.268  0.949  0.866  0.784  0.515  0.719   NS  -0.0032
dDocent_Contig_13577_44    2     2722  0.014  0.014  0.013  1.000  0.993  0.987  0.973  0.987   ND  -0.0004
dDocent_Contig_13577_45    2     2722  0.490  0.498  0.374  0.876  0.813  0.720  0.376  0.595   NS   0.0072
dDocent_Contig_13577_81    2     2722  0.500  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0017
dDocent_Contig_13646_13    2     2722  0.328  0.324  0.271  0.948  0.864  0.782  0.510  0.716   NS  -0.0072
dDocent_Contig_13646_32    2     2722  0.079  0.082  0.078  0.997  0.961  0.926  0.847  0.921   ND   0.0186
dDocent_Contig_13646_43    2     2722  0.329  0.324  0.272  0.948  0.864  0.782  0.509  0.715   NS  -0.0074
dDocent_Contig_13646_44    2     2722  0.329  0.324  0.272  0.948  0.864  0.782  0.509  0.715   NS  -0.0074
dDocent_Contig_13646_98    2     2722  0.367  0.363  0.297  0.934  0.851  0.766  0.471  0.686   NS  -0.0050
dDocent_Contig_13646_127    2     2722  0.097  0.101  0.095  0.995  0.952  0.911  0.814  0.903   NS   0.0199
dDocent_Contig_13646_136    2     2720  0.239  0.241  0.212  0.971  0.894  0.821  0.605  0.780   NS   0.0051
dDocent_Contig_13832_82    2     2717  0.512  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0139
dDocent_Contig_13933_15    2     2681  0.072  0.075  0.072  0.997  0.964  0.932  0.859  0.928   ND   0.0151
dDocent_Contig_13933_67    2     2681  0.159  0.158  0.146  0.987  0.927  0.870  0.721  0.851   NS  -0.0027
dDocent_Contig_13933_89    2     2681  0.142  0.140  0.130  0.990  0.935  0.883  0.750  0.868   NS  -0.0087
dDocent_Contig_13933_100    2     2681  0.433  0.429  0.337  0.908  0.832  0.742  0.418  0.640   NS  -0.0056
dDocent_Contig_13933_133    2     2680  0.229  0.226  0.200  0.974  0.900  0.829  0.625  0.793   NS  -0.0069
dDocent_Contig_14208_9    2     2701  0.127  0.135  0.126  0.991  0.937  0.886  0.757  0.872   NS   0.0300
dDocent_Contig_14208_72    2     2701  0.050  0.052  0.051  0.999  0.975  0.951  0.900  0.949   ND   0.0225
dDocent_Contig_14208_77    2     2701  0.326  0.333  0.277  0.945  0.861  0.778  0.501  0.709   NS   0.0100
dDocent_Contig_14208_134    2     2701  0.498  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0002
dDocent_Contig_15113_15    2     2744  0.140  0.144  0.134  0.990  0.933  0.880  0.743  0.864   NS   0.0134
dDocent_Contig_15113_65    2     2744  0.152  0.152  0.141  0.988  0.930  0.874  0.731  0.857   NS   0.0003
dDocent_Contig_15113_67    2     2744  0.318  0.309  0.261  0.952  0.869  0.788  0.525  0.727   NS  -0.0142
dDocent_Contig_15113_123    2     2744  0.316  0.320  0.269  0.949  0.866  0.783  0.514  0.718   NS   0.0061
dDocent_Contig_15285_36    2     2726  0.507  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0089
dDocent_Contig_15285_92    2     2726  0.034  0.036  0.036  0.999  0.982  0.965  0.929  0.964   ND   0.0318
dDocent_Contig_15285_96    2     2726  0.276  0.282  0.242  0.960  0.879  0.801  0.556  0.748   NS   0.0099
dDocent_Contig_15285_102    2     2726  0.276  0.281  0.242  0.961  0.879  0.801  0.556  0.749   NS   0.0093
dDocent_Contig_15285_105    2     2726  0.020  0.020  0.019  1.000  0.990  0.981  0.961  0.981   ND  -0.0009
dDocent_Contig_15285_130    2     2724  0.267  0.271  0.234  0.963  0.883  0.806  0.568  0.756   NS   0.0079
dDocent_Contig_15285_142    2     2704  0.111  0.113  0.107  0.994  0.947  0.902  0.793  0.892   NS   0.0105
dDocent_Contig_15419_39    2     2695  0.356  0.295  0.251  0.957  0.874  0.795  0.541  0.738  ***  -0.0939
dDocent_Contig_15419_56    2     2695  0.085  0.082  0.078  0.997  0.961  0.926  0.847  0.921   ND  -0.0127
dDocent_Contig_15419_66    2     2695  0.959  0.499  0.375  0.875  0.813  0.719  0.375  0.594  ***  -0.3151
dDocent_Contig_15419_79    2     2695  0.956  0.499  0.375  0.875  0.813  0.719  0.375  0.594  ***  -0.3138
dDocent_Contig_15419_103    2     2695  0.793  0.479  0.364  0.885  0.818  0.725  0.386  0.607  ***  -0.2473
dDocent_Contig_15419_140    2     2686  0.793  0.479  0.364  0.885  0.818  0.725  0.386  0.607  ***  -0.2473
dDocent_Contig_15484_7    2     2689  0.441  0.427  0.336  0.909  0.832  0.742  0.419  0.641   NS  -0.0158
dDocent_Contig_15484_37    2     2689  0.221  0.220  0.196  0.976  0.902  0.833  0.633  0.798   NS  -0.0025
dDocent_Contig_15484_81    2     2689  0.494  0.483  0.366  0.883  0.817  0.724  0.384  0.604   NS  -0.0112
dDocent_Contig_15484_94    2     2689  0.493  0.483  0.366  0.883  0.817  0.724  0.384  0.604   NS  -0.0099
dDocent_Contig_15509_45    2     2716  0.474  0.465  0.357  0.892  0.822  0.730  0.394  0.616   NS  -0.0093
dDocent_Contig_15509_121    2     2716  0.330  0.335  0.279  0.944  0.861  0.777  0.498  0.707   NS   0.0077
dDocent_Contig_15509_131    2     2703  0.060  0.060  0.058  0.998  0.971  0.945  0.886  0.942   ND  -0.0034
dDocent_Contig_15534_37    2     2728  0.659  0.446  0.347  0.900  0.827  0.736  0.406  0.628  ***  -0.1929
dDocent_Contig_15534_60    2     2728  0.265  0.230  0.203  0.974  0.898  0.827  0.619  0.790  ***  -0.0667
dDocent_Contig_15887_7    2     2691  0.107  0.109  0.103  0.994  0.949  0.905  0.800  0.896   NS   0.0104
dDocent_Contig_15887_25    2     2691  0.480  0.475  0.362  0.887  0.819  0.727  0.388  0.610   NS  -0.0050
dDocent_Contig_15887_41    2     2691  0.449  0.447  0.347  0.900  0.826  0.736  0.406  0.628   NS  -0.0017
dDocent_Contig_16055_33    2     2704  0.174  0.172  0.157  0.985  0.922  0.861  0.701  0.839   NS  -0.0071
dDocent_Contig_16055_39    2     2704  0.047  0.046  0.045  0.999  0.978  0.957  0.911  0.955   ND  -0.0045
dDocent_Contig_16055_115    2     2704  0.402  0.398  0.319  0.921  0.841  0.753  0.441  0.661   NS  -0.0052
dDocent_Contig_16217_15    2     2758  0.037  0.038  0.037  0.999  0.981  0.964  0.926  0.962   ND   0.0093
